Particulars,Q1 2064,Q2 2064,Q3 2064,Q4 2064,Q1 2065,Q2 2065,Q3 2065,Q4 2065,Q1 2066,Q2 2066,Q3 2066,Q4 2066,Q1 2067,Q2 2067,Q3 2067,Q4 2067,Q1 2068,Q2 2068,Q3 2068,Q4 2068,Q1 2069,Q2 2069,Q3 2069,Q4 2069,Q1 2070,Q2 2070,Q3 2070,Q4 2070,Q1 2071,Q2 2071,Q3 2071,Q4 2071,Q1 2072,Q2 2072,Q3 2072,Q4 2072,Q1 2073,Q2 2073,Q3 2073,Q4 2073,Q1 2074,Q2 2074,Q3 2074,Q4 2074,Q1 2075,Q2 2075,Q3 2075,Q4 2075,Q1 2076,Q2 2076,Q3 2076,Q4 2076,Q1 2077,Q2 2077,Q3 2077,Q4 2077,Q1 2078,Q2 2078,Q3 2078,Q4 2078,Q1 2079,Q2 2079,Q3 2079,Q4 2079,Q1 2080,Q2 2080,Q3 2080,Q4 2080,Bank
profit for the period,,,,,,,,,,,,,,,,,,,,,,,,,,,544488.0,792852.0,1102806.0,268630.0,589500.0,901516.0,1095595.0,322785.0,802218.0,1319323.0,1915628.0,438461.0,1027879.0,1535151.0,2176487.0,410113.0,1105877.0,1611802.0,2474590.0,649659.0,1367043.0,647032.601,832930.102,694431.874,1048408.705,574767.513,225292.838,100478.165,292882.302,635242.876,1821459.649,456206.076,292838.753,648269.225,1090411.038,537171.06,424927.543,777394.878,,,,,Civil Bank
capital fund to rwa,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21,11.21,11.58,11.03,11.06,11.02,11.45,11.09,11.26,10.95,10.91,11.27,11.25,11.74,12.23,11.98,12.38,12.44,13.03,12.24,11.36,11.82,12.73,14.08,14.73,13.42,14.67,15.12,13.84,13.19,13.85,12.69,11.61,12.4,11.63,12.67,12.12,12.93,,,,,Civil Bank
non performing loan to total loan,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,2.84,2.58,2.18,2.12,2.02,3.22,3.35,3.16,2.98,1.23,1.17,0.94,0.9,0.87,1.24,1.32,1.19,0.91,1.46,1.25,1.31,1.12,1.16,1.28,1.11,1.01,1.23,2.13,0.81,0.48,0.58,0.72,0.99,0.77,2.31,3.77,4.56,,,,,Civil Bank
total loan loss provision to npl,,,,,,,,,,,,,,,,,,,,,,,,,,,88.83,112.76,117.93,107.99,110.8,115.64,109.41,102.4,106.64,107.56,159.02,167.32,196.79,197.36,186.55,144.84,133.74,158.38,184.52,143.72,170.45,166.67,187.54,179.37,147.6,155.79,218.11,193.22,102.34,222.12,394.94,317.45,251.16,196.56,242.75,114.32,86.09,91.45,,,,,Civil Bank
cost of fund,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,4.42,4.26,3.53,3.42,3.38,3.36,2.79,2.45,2.26,2.27,2.62,2.71,3.25,3.99,6.59,6.38,6.35,6.42,6.14,6.73,6.68,6.55,6.42,6.34,6.48,6.18,5.09,4.64,4.6,4.61,5.49,6.98,7.77,8.0,8.56,8.82,8.92,,,,,Civil Bank
base rate,,,,,,,,,,,,,,,,,,,,,,,,,,,7.87,7.78,8.63,7.33,7.05,7.32,7.78,5.98,5.2,5.48,5.68,5.45,6.0,7.93,9.57,9.45,9.35,9.42,9.66,9.22,9.11,9.1,9.05,8.93,8.92,8.87,8.38,7.16,6.83,6.75,6.75,7.01,8.75,9.5,9.88,10.43,10.86,11.06,,,,,Civil Bank
net interest spread,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61,4.58,4.93,4.32,4.32,4.28,4.35,4.48,4.51,4.54,4.59,4.4,4.45,4.57,4.44,4.13,4.06,4.0,4.09,,,4.5,4.47,5.36,5.32,5.04,3.77,4.78,3.76,3.35,3.32,2.64,2.27,3.37,4.0,3.89,4.16,4.72,,,,,Civil Bank
market share price,,,,,,,,,,,,,,,,,,,,,,,,,,,890.0,829.0,951.0,870.0,826.0,835.0,813.0,1250.0,940.0,1310.0,1500.0,1622.0,902.0,1018.0,886.0,893.0,660.0,610.0,551.0,552.0,456.0,,,,,,,,,,,,,,,,,,,,,,Civil Bank
return on equity,,,,,,,,,,,,,,,,,,,,,,,,,,,18.68,18.57,18.85,17.02,18.48,18.4,16.53,17.84,21.8,23.09,24.2,18.81,21.34,20.52,21.24,13.69,18.05,17.18,19.1,,,,,,,,,,,,,,,,,,,,,,,,Civil Bank
return on total assets,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,1.55,1.6,1.38,1.54,1.56,1.37,1.48,1.8,1.97,2.06,1.68,1.98,1.96,2.09,1.48,2.0,1.93,2.19,,,,,,,,,,,,,,,,,,,,,,,,Civil Bank
credit to deposit ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,69.51,70.56,70.67,75.99,76.3,79.12,73.51,73.46,71.52,78.81,77.27,78.16,79.22,79.9,79.07,77.74,79.3,78.74,77.02,78.77,78.45,79.01,75.59,74.98,73.94,76.08,66.85,64.97,71.17,78.99,76.77,93.54,92.74,91.81,88.8,90.4,87.12,90.5,,,,,Civil Bank
debt ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.26,,1.73,,,,,,,0.99,,1.26,,0.04,0.28,1.26,,0.03,,,,,,,,,,,,,,,,,,,0.62,,,,,Civil Bank
interest income to assets ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,4.78,6.33,1.34,2.85,4.26,5.45,1.29,2.55,3.84,4.92,1.25,2.68,4.35,6.39,1.89,4.05,6.04,8.16,2.27,4.31,2.25,2.31,2.18,2.13,2.08,1.83,1.71,1.43,1.46,1.52,1.55,1.69,2.15,2.53,2.66,2.62,2.4,,,,,Civil Bank
interest income margin,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,2.43,3.33,0.73,1.61,2.43,3.14,0.78,1.67,2.61,3.37,0.77,1.69,2.57,3.47,0.69,1.68,2.56,3.58,1.06,1.93,0.95,0.97,0.92,0.89,0.86,0.59,0.58,0.5,0.55,0.6,0.59,0.39,0.66,0.81,0.85,0.86,0.85,,,,,Civil Bank
return on investment,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,1.08,1.47,0.33,0.75,1.13,1.29,0.36,0.86,1.41,1.89,0.41,0.96,1.42,2.01,0.36,0.99,1.42,2.1,0.53,1.06,0.49,0.62,0.48,0.74,0.39,0.14,0.06,0.18,0.37,1.01,0.24,0.14,0.3,0.5,0.25,0.2,0.23,,,,,Civil Bank
commission to operating income,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67,17.03,17.56,19.29,19.12,18.64,17.52,14.18,13.32,13.46,12.58,13.88,13.55,12.83,13.68,13.34,11.87,11.97,12.05,10.62,10.86,8.9,14.16,10.3,12.03,9.08,11.82,12.21,12.31,14.92,6.19,13.29,17.68,11.58,12.86,10.23,9.48,6.58,,,,,Civil Bank
staff expense to income ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,17.81,17.92,19.06,20.45,18.97,20.72,22.44,20.3,18.4,18.37,19.23,20.61,18.92,19.88,20.29,23.22,19.55,20.95,18.39,21.45,22.77,26.08,23.3,24.2,27.26,26.01,25.76,29.37,33.25,31.04,20.24,27.18,28.4,20.88,22.05,19.22,19.77,21.21,,,,,Civil Bank
net profit margin,,,,,,,,,,,,,,,,,,,,,,,,,,,30.51,29.6,29.45,29.98,31.0,30.63,27.01,31.39,35.84,37.6,40.56,37.52,40.85,40.63,41.73,36.91,42.37,40.7,43.01,36.93,41.31,40.49,46.74,40.52,62.88,35.9,16.19,7.85,26.3,46.39,53.15,29.99,24.28,35.44,48.73,24.64,19.58,24.26,,,,,Civil Bank
income tax portion of operating profit,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,34.45,,,,12.68,1.28,,,29.72,1.81,,,22.66,1.26,,,,,19.53,14.33,24.06,9.0,47.04,42.62,100.0,32.56,17.23,5.59,23.01,37.3,16.11,8.14,7.66,10.24,3.61,,,,,Civil Bank
loan to deposit ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,73.55,72.66,71.82,73.35,78.99,81.25,75.39,74.16,72.71,80.72,79.13,77.43,82.95,84.06,83.61,84.03,89.01,88.72,87.07,91.98,93.15,90.12,89.22,88.81,90.92,95.43,85.25,81.09,88.3,96.16,93.76,102.18,95.82,95.85,92.64,94.14,91.71,95.99,,,,,Civil Bank
reserves,,,,,,,,,,1540421.0,1556878.0,1556878.0,1479530.0,1686878.0,1909350.0,2177952.0,2399634.0,1966602.0,2209004.0,2508390.0,2805114.0,2743823.0,3058640.0,3450511.0,3875708.0,3257700.0,3585724.0,3987554.0,4447904.0,3710897.0,4090986.0,4513643.0,4885712.0,5249415.0,4901548.0,5086835.0,5869615.0,6383001.0,4607236.0,5433543.0,5883759.0,6678253.0,5190410.0,6782365.0,7805466.0,8634742.0,7581148.0,6122256.0,7100565.0,6967132.0,7267496.0,7817659.0,8144903.0,8079137.0,8475277.0,9423366.0,9148153.0,8629458.0,8304931.0,8114313.0,9092936.0,8991982.0,9900985.0,9862829.0,,,,,Everest Bank
debenture and bond,,,,,,,,,,300000.0,300000.0,1300000.0,500000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,,,,,468845.0,468845.0,468845.0,468845.0,468845.0,468845.0,468845.0,468845.0,1068845.0,1068845.0,1060045.0,468845.0,1060045.0,1060045.0,1068844.0,1068845.0,1068845.0,1068845.0,1068845.0,1068845.0,1068845.0,1068845.0,1068845.0,,,,,,,,,,,,,,,,,,,,,,Everest Bank
borrowings,,,,,,,,,,295600.0,,318800.0,404600.0,404600.0,,,482000.0,,,82250.0,,,,,402360.0,,,,,,,,,,,,2500.0,5000.0,7500.0,12500.0,12500.0,16676.0,23176.0,23527.0,26713.0,745359.0,762497.0,,,,,,,,,,,,,,2556000.0,81000.0,46000.0,66000.0,,,,,Everest Bank
deposits,,,,,,,,,,33457506.0,34802841.0,34333197.0,36932310.0,37101355.0,37139528.0,38232855.0,41127914.0,43955869.0,45066483.0,45983008.0,50006100.0,50050860.0,49222747.0,51293441.0,57720465.0,58693277.0,59922282.0,62764383.0,62108136.0,66164773.0,70019793.0,71056827.0,83093790.0,76017766.0,76045765.0,79818425.0,93735481.0,89155098.0,90436607.0,92811441.0,95094461.0,99371205.0,103299183.0,106944082.0,4608136.0,120339181.0,124177926.0,124542022.0,129550539.0,134744985.0,141195515.0,140062709.0,143545475.0,156549579.0,150182622.0,155655693.0,160220257.0,163941720.0,165217641.0,161796435.0,172739185.0,173844552.0,180792914.0,186158814.0,,,,,Everest Bank
income tax liability,,,,,,,,,,75189.0,34327.0,20012.0,1136.0,11130.0,22634.0,17749.0,26900.0,103570.0,27845.0,86985.0,9297.0,139579.0,64113.0,71916.0,23933.0,174236.0,18942.0,9000.0,,148502.0,31222.0,57813.0,,145084.0,54402.0,39333.0,39333.0,197403.0,6440.0,13803.0,13803.0,214276.0,70622.0,,,,,77264.0,77264.0,313596.0,164372.0,525453.0,140976.0,127370.0,127370.0,127370.0,423325.0,410464.0,410464.0,410464.0,91825.0,122131.0,,,,,,,Everest Bank
other liabilities,,,,,,,,,,1861766.0,1493822.0,1484883.0,1587894.0,1382810.0,1558070.0,1197304.0,1224305.0,1430046.0,1380843.0,1798049.0,2306839.0,2483810.0,2837975.0,3659677.0,2293289.0,2495841.0,2581020.0,3042672.0,2377239.0,3300380.0,8415865.0,8414183.0,8848125.0,3580006.0,9831260.0,8841583.0,11422593.0,10220450.0,11652097.0,10085105.0,9707079.0,9712359.0,17171618.0,8433940.0,14302616.0,6667648.0,19019332.0,15290643.0,18546681.0,5773610.0,26576584.0,24528862.0,20426683.0,6682031.0,23780477.0,18468076.0,27029490.0,11693050.0,18256507.0,19849108.0,21241050.0,7976540.0,35988108.0,18852685.0,,,,,Everest Bank
total assets,,,,,,,,,,39028477.0,39218335.0,38974189.0,41982805.0,42242959.0,42209189.0,43205466.0,46840364.0,49147657.0,50320056.0,51976282.0,56518986.0,57179198.0,56944600.0,60236671.0,66545726.0,67011138.0,68498053.0,72175693.0,71323364.0,75930784.0,85164098.0,86533073.0,100033860.0,88198504.0,94644424.0,97867615.0,114841637.0,109780409.0,112657152.0,114031664.0,117507740.0,123176848.0,134930717.0,131359622.0,146162965.0,145562639.0,160716612.0,159315637.0,168684737.0,161226497.0,187955267.0,188234657.0,185018806.0,184518133.0,197170267.0,199138135.0,211646308.0,200263828.0,209484555.0,208944095.0,224300219.0,215486119.0,248350770.0,237897198.0,,,,,Everest Bank
loan and advancements,,,,,,,,,,25881126.0,28684027.0,28703719.0,28156400.0,28375987.0,31344191.0,31221627.0,31661843.0,32690155.0,36269343.0,35340244.0,36616832.0,37809620.0,42192683.0,41854467.0,44197763.0,45116426.0,47965162.0,50643091.0,48450305.0,53553179.0,54701753.0,56494785.0,55363519.0,51323624.0,55040200.0,56494785.0,68911543.0,69530035.0,12610124.0,73550546.0,78284679.0,81859369.0,84736492.0,86810483.0,93991587.0,103318127.0,105927470.0,108965139.0,112006277.0,116036527.0,120962992.0,120373993.0,119052872.0,122441120.0,120200148.0,127690234.0,135167548.0,144375697.0,152845298.0,153260718.0,155047381.0,157256853.0,165760749.0,168897996.0,,,,,Everest Bank
interest income,,,,,,,,,,644189.0,1373783.0,2172703.0,3102451.0,986192.0,797780.0,1271667.0,1795151.0,451476.0,2393658.0,1443861.0,2086664.0,573749.0,1179807.0,1903494.0,2757742.0,653696.0,1301532.0,2021644.0,2918815.0,1205662.0,1382108.0,2088032.0,2879435.0,1173498.0,2426247.0,3540847.0,5057077.0,1401827.0,2828193.0,4577252.0,6748565.0,2205818.0,4478760.0,7299774.0,49464.0,3068910.0,6206662.0,3265365.0,3485511.0,3589647.0,3582366.0,1443885.0,3247725.0,3169884.0,2741130.0,2696690.0,2911706.0,3025113.0,3363112.0,4114371.0,5104447.0,5314639.0,5455314.0,5722667.0,,,,,Everest Bank
interest expense,,,,,,,,,,341313.0,688713.0,1078991.0,1322190.0,501145.0,1198180.0,1814114.0,4331026.0,731930.0,1473702.0,2198447.0,2873335.0,587724.0,1105987.0,1630295.0,2179182.0,614545.0,1189522.0,1711543.0,2258737.0,493487.0,998483.0,1502487.0,2116993.0,514064.0,978001.0,1375236.0,1828493.0,490930.0,1061560.0,1902289.0,3009549.0,1174877.0,2380718.0,3674953.0,5233688.0,1758285.0,3535580.0,1830160.0,1955112.0,2157127.0,2112405.0,2092567.0,2283679.0,2146586.0,1873719.0,1773052.0,1765852.0,1933207.0,2328055.0,2735663.0,3184141.0,3429185.0,3670522.0,3805664.0,,,,,Everest Bank
net interest income,,,,,,,,,,302876.0,685070.0,1093772.0,1529661.0,484047.0,797780.0,1271667.0,1795151.0,451476.0,919956.0,1443861.0,2086664.0,573749.0,1179807.0,1903494.0,2757742.0,653696.0,1301532.0,2021644.0,2918815.0,712176.0,1382108.0,2088032.0,2879435.0,659434.0,1448246.0,2165611.0,3228585.0,910897.0,1766633.0,2674962.0,3739016.0,1030941.0,2098042.0,3624821.0,4924773.0,1310625.0,2671082.0,1435205.0,1530399.0,1432519.0,1469961.0,1443885.0,964047.0,1023298.0,867411.0,923637.0,1145854.0,1091906.0,1035057.0,1378708.0,1920307.0,1885454.0,1784791.0,1917003.0,,,,,Everest Bank
net fee and commission income,,,,,,,,,,55756.0,114069.0,168817.0,208123.0,58795.0,120077.0,182710.0,203468.0,45855.0,108176.0,168295.0,233570.0,74266.0,143878.0,204239.0,266821.0,67599.0,134294.0,198886.0,254882.0,89377.0,167603.0,225816.0,303619.0,61847.0,119257.0,198090.0,285937.0,78553.0,167706.0,249442.0,346180.0,89592.0,172147.0,417976.0,245309.0,247097.0,474656.0,183797.0,261516.0,224288.0,256522.0,319169.0,215953.0,186640.0,170916.0,217961.0,192648.0,206910.0,259784.0,231487.0,333704.0,261815.0,219184.0,267607.0,,,,,Everest Bank
total operating income,,,,,,,,,,407026.0,897174.0,1398679.0,1921376.0,563307.0,984348.0,1556226.0,2192940.0,565525.0,1163863.0,1802602.0,2609735.0,717186.0,1478512.0,2337353.0,3372853.0,778144.0,1572705.0,2469629.0,3550200.0,882646.0,1725544.0,2645256.0,3659335.0,823644.0,1780782.0,2788844.0,4137295.0,1125294.0,2237976.0,3374597.0,4744352.0,1274666.0,2610739.0,4195462.0,5717142.0,1602716.0,3330021.0,1745331.0,1890111.0,1742195.0,1843689.0,1850330.0,1264120.0,1268007.0,1152484.0,1329775.0,1615276.0,1663245.0,1247582.0,1758340.0,2381352.0,2195437.0,2063520.0,2241021.0,,,,,Everest Bank
staff expenses,,,,,,,,,,58661.0,107722.0,159602.0,776364.0,59193.0,107027.0,169756.0,293131.0,88282.0,160895.0,237097.0,352050.0,93687.0,167459.0,297134.0,461809.0,128513.0,229818.0,355257.0,511864.0,134553.0,242809.0,356035.0,687510.0,181621.0,319548.0,465180.0,699662.0,186157.0,334980.0,484546.0,881422.0,242441.0,429945.0,1045758.0,1037617.0,411197.0,803858.0,389650.0,413168.0,458843.0,428843.0,428668.0,315517.0,388056.0,381133.0,378776.0,447297.0,469210.0,398327.0,463058.0,649642.0,595193.0,516651.0,527489.0,,,,,Everest Bank
operating profit,,,,,,,,,,274426.0,591241.0,961483.0,1272090.0,324834.0,673704.0,1093945.0,1516697.0,383155.0,763250.0,1231809.0,1539205.0,513515.0,1006835.0,1621650.0,2302749.0,550255.0,1063032.0,1687373.0,2420315.0,611918.0,1182301.0,1844443.0,2252641.0,539005.0,1173971.0,1880548.0,2665971.0,769478.0,1486793.0,2355056.0,3059568.0,830957.0,1775805.0,2665235.0,3862894.0,904823.0,2043056.0,1123204.0,1189708.0,986999.0,1169980.0,1204110.0,215744.0,478263.0,895696.0,779464.0,463445.0,827340.0,371640.0,967811.0,1472864.0,1231866.0,1036611.0,1254409.0,,,,,Everest Bank
non operating income expense,,,,,,,,,,1543.0,8748.0,9749.0,83553.0,15456.0,1248.0,3095.0,1433.0,1257.0,2080.0,3984.0,25156.0,1359.0,2751.0,3733.0,8337.0,1464.0,4155.0,5403.0,9934.0,2727.0,4191.0,6224.0,12484.0,1581.0,1581.0,53003.0,12026.0,2021.0,4662.0,7452.0,10936.0,1761.0,4399.0,,481.0,5.0,320.0,-174.0,-3890.0,-44.0,-36.0,-71.0,-462.0,-28.0,-218.0,-117.0,-160.0,-379.0,-143.0,-91.0,1815.0,-99.0,197.0,-36.0,,,,,Everest Bank
profit for the period,,,,,,,,,,175617.0,383720.0,631869.0,831766.0,207348.0,429820.0,698422.0,931304.0,244626.0,487028.0,786414.0,1090564.0,327647.0,642464.0,1034335.0,1471117.0,351094.0,679119.0,1080948.0,1549699.0,391137.0,771226.0,1193883.0,1574352.0,363703.0,753775.0,1209052.0,1730242.0,513421.0,971575.0,1525882.0,1981698.0,531474.0,1140081.0,1892315.0,2544536.0,633373.0,1429915.0,786121.0,830072.0,690868.0,818961.0,842828.0,163643.0,334764.0,627140.0,545542.0,320831.0,578873.0,260048.0,677404.0,1029735.0,862237.0,725766.0,878061.0,,,,,Everest Bank
capital fund to rwa,,,,,,,,,,10.37,10.5,11.5,10.77,10.96,10.96,11.95,12.07,10.37,10.3,10.98,11.08,11.13,11.09,11.59,13.21,11.79,11.71,11.92,12.89,11.08,11.54,12.04,13.32,14.78,14.49,13.95,12.79,13.22,13.25,13.88,14.85,15.46,15.68,15.7,14.56,13.28,12.57,13.38,13.75,13.79,12.33,12.62,13.32,13.03,13.39,12.82,12.51,12.51,12.12,12.25,11.95,13.39,12.41,12.22,,,,,Everest Bank
non performing loan to total loan,,,,,,,,,,0.42,0.39,0.38,0.16,0.4,0.33,0.32,0.34,0.37,0.37,0.49,0.84,0.71,0.7,0.7,0.62,0.6,0.6,0.62,0.62,0.63,0.65,0.63,0.66,0.67,0.67,0.63,0.38,0.36,0.7,0.67,0.51,0.26,0.25,0.23,0.2,0.21,0.19,0.18,0.16,0.17,0.16,0.2,0.22,0.22,0.19,0.12,0.12,0.13,0.26,0.26,0.24,0.33,0.55,0.7,,,,,Everest Bank
total loan loss provision to npl,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,493.84,533.99,675.0,592.23,624.03,638.81,714.0,662.96,707.89,581.8,682.0,737.76,727.05,1039.14,1311.0,1227.15,619.2,618.1,676.0,486.97,305.77,250.3,,,,,Everest Bank
cost of fund,,,,,,,,,,,4.07,3.62,4.75,4.1,6.67,6.71,6.91,7.36,7.1,6.96,6.66,4.94,4.7,4.59,4.53,4.46,3.89,3.59,3.56,3.08,3.16,3.3,3.26,2.72,2.37,2.03,2.24,2.32,2.79,4.18,4.82,4.85,5.01,5.39,5.61,6.08,6.23,6.07,6.21,6.38,6.44,6.39,6.11,5.37,4.7,4.55,4.48,4.97,5.98,6.82,7.31,7.75,8.15,8.02,,,,,Everest Bank
base rate,,,,,,,,,,,,,,,,,,,,,,,7.04,7.03,7.16,7.06,6.77,6.39,6.4,6.07,6.01,6.09,6.14,5.59,5.17,4.72,4.86,5.02,5.48,7.03,7.68,7.91,7.84,8.18,8.45,8.8,8.22,8.01,8.12,8.52,8.46,8.34,8.05,7.07,6.34,6.1,5.99,7.0,7.62,8.36,8.82,9.3,9.97,9.94,,,,,Everest Bank
net interest spread,,,,,,,,,,,4.21,3.1,4.78,4.23,4.14,4.37,4.6,4.9,4.86,4.98,5.32,5.53,5.17,5.62,5.68,4.88,6.93,6.54,5.69,5.67,4.57,4.84,4.76,4.9,4.95,4.98,4.89,4.82,4.89,4.74,4.48,4.83,4.96,4.75,4.72,4.23,4.38,4.69,4.29,5.25,5.33,5.13,3.59,3.94,3.7,3.36,3.24,2.61,2.7,3.55,4.06,4.17,4.38,4.2,,,,,Everest Bank
market share price,,,,,,,,,,2390.0,1640.0,1449.0,1630.0,1075.0,1100.0,1121.0,1094.0,945.0,728.0,751.0,1033.0,1144.0,1380.0,1593.0,1591.0,1590.0,2210.0,2205.0,2631.0,1911.0,1982.0,2133.0,2120.0,3079.0,2291.0,2802.0,3385.0,3666.0,1925.0,2080.0,1353.0,1243.0,907.0,797.0,663.0,639.0,534.0,600.0,666.0,547.0,596.0,612.0,675.0,711.0,803.0,814.0,738.0,714.0,604.0,519.0,439.0,504.0,507.0,508.0,,,,,Everest Bank
return on equity,,,,,,,,,,,33.61,35.09,33.52,32.41,33.07,35.83,35.83,33.13,32.98,35.5,36.92,32.62,31.98,34.33,36.62,29.83,28.85,30.61,32.98,29.31,28.9,29.83,29.5,21.07,22.27,23.81,25.56,24.18,23.15,24.12,23.5,17.51,18.88,19.91,21.6,,,21.3,18.13,16.46,17.22,17.07,13.45,7.08,9.88,9.59,9.3,11.09,8.06,9.5,11.76,14.73,13.41,13.61,,,,,Everest Bank
return on total assets,,,,,,,,,,1.8,1.96,2.16,12.09,2.09,2.04,2.19,2.1,2.04,2.01,2.12,2.11,2.31,2.26,2.36,2.39,2.1,2.01,2.08,2.25,2.12,1.97,2.02,1.84,1.55,1.56,1.64,1.64,1.84,1.72,1.79,1.72,1.78,1.82,1.95,1.95,,,2.02,1.94,1.8,1.73,1.81,1.41,0.77,1.0,1.04,0.92,1.2,0.83,0.99,1.17,1.66,1.39,1.47,,,,,Everest Bank
credit to deposit ratio,,,,,,,,,,,79.13,79.36,71.34,12.11,79.7,76.34,71.85,70.62,76.02,73.18,69.84,70.88,79.65,77.91,71.84,74.0,78.38,78.84,75.06,79.45,78.92,79.17,69.47,67.18,72.15,76.43,76.24,76.97,76.6,70.89,76.94,76.91,75.84,75.65,75.98,77.32,76.23,76.69,75.03,74.89,75.04,75.05,68.57,70.27,70.05,70.05,72.52,86.39,89.83,91.78,86.04,86.49,86.99,86.82,,,,,Everest Bank
debt ratio,,,,,,,,,,0.76,,0.82,0.96,0.96,,,1.03,,,0.16,,,,,0.6,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.51,0.47,,,,,,,,,,,,,,1.14,0.04,0.02,0.03,,,,,Everest Bank
interest income to assets ratio,,,,,,,,,,1.65,3.5,5.57,7.39,2.33,1.89,2.94,3.83,0.92,4.76,2.78,3.69,1.0,2.07,3.16,4.14,0.98,1.9,2.8,4.09,1.59,1.62,2.41,2.88,1.33,2.56,3.62,4.4,1.28,2.51,4.01,5.74,1.79,3.32,5.56,0.03,2.11,3.86,2.05,2.07,2.23,1.91,0.77,1.76,1.72,1.39,1.35,1.38,1.51,1.61,1.97,2.28,2.47,2.2,2.41,,,,,Everest Bank
interest income margin,,,,,,,,,,0.78,1.75,2.81,3.64,1.15,1.89,2.94,3.83,0.92,1.83,2.78,3.69,1.0,2.07,3.16,4.14,0.98,1.9,2.8,4.09,0.94,1.62,2.41,2.88,0.75,1.53,2.21,2.81,0.83,1.57,2.35,3.18,0.84,1.55,2.76,3.37,0.9,1.66,0.9,0.91,0.89,0.78,0.77,0.52,0.55,0.44,0.46,0.54,0.55,0.49,0.66,0.86,0.87,0.72,0.81,,,,,Everest Bank
return on investment,,,,,,,,,,0.45,0.98,1.62,1.98,0.49,1.02,1.62,1.99,0.5,0.97,1.51,1.93,0.57,1.13,1.72,2.21,0.52,0.99,1.5,2.17,0.52,0.91,1.38,1.57,0.41,0.8,1.24,1.51,0.47,0.86,1.34,1.69,0.43,0.84,1.44,1.74,0.44,0.89,0.49,0.49,0.43,0.44,0.45,0.09,0.18,0.32,0.27,0.15,0.29,0.12,0.32,0.46,0.4,0.29,0.37,,,,,Everest Bank
commission to operating income,,,,,,,,,,13.7,12.71,12.07,10.83,10.44,12.2,11.74,9.28,8.11,9.29,9.34,8.95,10.36,9.73,8.74,7.91,8.69,8.54,8.05,7.18,10.13,9.71,8.54,8.3,7.51,6.7,7.1,6.91,6.98,7.49,7.39,7.3,7.03,6.59,9.96,4.29,15.42,14.25,10.53,13.84,12.87,13.91,17.25,17.08,14.72,14.83,16.39,11.93,12.44,20.82,13.17,14.01,11.93,10.62,11.94,,,,,Everest Bank
staff expense to income ratio,,,,,,,,,,14.41,12.01,11.41,40.41,10.51,10.87,10.91,13.37,15.61,13.82,13.15,13.49,13.06,11.33,12.71,13.69,16.52,14.61,14.39,14.42,15.24,14.07,13.46,18.79,22.05,17.94,16.68,16.91,16.54,14.97,14.36,18.58,19.02,16.47,24.93,18.15,25.66,24.14,22.33,21.86,26.34,23.26,23.17,24.96,30.6,33.07,28.48,27.69,28.21,31.93,26.33,27.28,27.11,25.04,23.54,,,,,Everest Bank
net profit margin,,,,,,,,,,43.15,42.77,45.18,43.29,36.81,43.67,44.88,42.47,43.26,41.85,43.63,41.79,45.69,43.45,44.25,43.62,45.12,43.18,43.77,43.65,44.31,44.69,45.13,43.02,44.16,42.33,43.35,41.82,45.63,43.41,45.22,41.77,41.7,43.67,45.1,44.51,39.52,42.94,45.04,43.92,39.66,44.42,45.55,12.95,26.4,54.42,41.03,19.86,34.8,20.84,38.53,43.24,39.27,35.17,39.18,,,,,Everest Bank
income tax portion of operating profit,,,,,,,,,,42.81,8.95,3.17,0.14,5.37,5.27,2.54,2.89,42.34,5.72,11.06,0.85,42.6,9.98,6.95,1.63,49.63,2.79,0.83,,37.97,4.05,4.84,,39.89,7.22,3.25,2.27,38.45,0.66,0.9,0.7,40.32,6.19,,,,,9.83,9.31,45.39,20.07,62.34,86.15,38.05,20.31,23.35,131.95,70.91,157.84,60.59,8.92,14.16,,,,,,,Everest Bank
